Winery,Wine Name,Vintage,Appellation,Country,Class Nam,Price,Medal
Rodriguez Sanzo S.L,Tempranillo,2019,DO Pego,Spain,Tempranillo,19,B
Rolling Hills,Cabernet Franc,2018,Snake River Valley AVA| Eagle Foothills District,USA,Cabernet Franc,37,S
Ron Rubin,Chardonnay,2019,Russian River Valley,USA,Chardonnay,20,S
Ron Rubin,Pinot Noir,2019,Russian River Valley,USA,Pinot Noir,25,S
Ron Yates,Friesen Blend Premium Red Blend,2018,Texas High Plains,USA,Premium Non- Bordeaux Blends>$25,44,B
Ron Yates,GSM,2018,Texas,USA,Red Rhône Blend,29,B
Ron Yates,Tempranillo,2018,Texas High Plains,USA,Tempranillo,34,G
Ron Yates,Cabernet Sauvignon,2018,Texas High Plains,USA,Cabernet Sauvignon,40,S
Ron Yates,Carignan,2019,Texas High Plains,USA,Other Rhône Varietal,32,S
Ron Yates,Amalgamation Premium Bordeaux Blend,2017,Texas High Plains,USA,Premium Bordeaux Blend >$25,29,S
Ron Yates,The Good Guy Red Blend,2018,Texas High Plains,USA,Sangiovese Blend,50,S
Ron Yates,Tempranillo,2018,Texas Hill Country,USA,Tempranillo,39,S
Ron Yates,Roussanne,2020,Texas High Plains,USA,White Rhône Varietal,25,S
Rosati Family Winery,Cabernet Sauvignon,2012,Mendocino County,USA,Cabernet Sauvignon,45,B
Roth Estate Winery,Meritage,2019,Sonoma County,USA,Premium Bordeaux Blend >$25,30,S
Rowen Wine Co.,Red Wine,2017,Sonoma County,USA,Premium Non- Bordeaux Blends>$25,60,G
Russian Ridge Winery,Concerto Premium Bordeaux Blend,2018,Santa Cruz Mnts.,USA,Premium Bordeaux Blend >$25,36,G
Russian Ridge Winery,Barbera,2018,Amador County,USA,Barbera,35,S
Russian Ridge Winery,Certified Organic Cabernet Franc,2018,Santa Cruz Mnts.,USA,Cabernet Franc,60,S
Russian Ridge Winery,Zinfandel,2018,Santa Cruz Mnts.,USA,Zinfandel,36,S
Saddleback Cellars,Barrel Fermented Chardonnay,2019,Napa Valley,USA,Chardonnay,38,B
Saddleback Cellars,Old Vine Zinfandel,2019,Calistoga| Napa Valley,USA,Zinfandel,50,B
Saddleback Cellars,Cabernet Sauvignon,2017,Oakville| Napa Valley,USA,Cabernet Sauvignon,78,S
Saddleback Cellars,Merlot,2017,Napa Valley,USA,Merlot,56,S
Saddleback Cellars,Pinot Blanc,2020,Oakville| Napa Valley,USA,Pinot Blanc,30,S
Safu Sake Co.,Junmai Daiginjo Sake,2021,Oita,Japan,Saké,69,S
Samuel Lindsay,The Gandy Dancer Cabernet Sauvignon,2019,Lodi,USA,Cabernet Sauvignon,25,G
San Juanito,Abolengo de Don Juan Cabernet Sauvignon,2018,Valle de Bernal,México,Cabernet Sauvignon,9,B
San Juanito,Reserva Malbec,2017,Valle de Bernal,México,Malbec,9,B
San Juanito,Gran Reserva Malbec,2017,Valle de Bernal,México,Malbec,9,B
San Juanito,Abolengo de Don Juan Malbec,2017,Valle de Bernal,México,Malbec,9,B
San Juanito,Reserva Syrah Malbec,2017,Valle de Bernal,México,Non-Bordeaux Blend<$25,9,B
San Juanito,Amanecer Malbec,2020,Valle de Bernal,México,Malbec,9,G
San Juanito,Gran Reserva Syrah,2016,Valle de Bernal,México,Syrah / Shiraz,9,S
San Simeon,Sauvignon Blanc,2020,Creston District,USA,Sauvignon Blanc,20,B
San Simeon,Cabernet Sauvignon,2019,Paso Robles,USA,Cabernet Sauvignon,25,GG
San Simeon,Chardonnay,2018,Monterey,USA,Chardonnay,19,GG
Sand Point Family Vineyards,Cabernet Sauvignon,2019,California,USA,Cabernet Sauvignon,12,B
Sand Point Family Vineyards,Merlot,2017,Clarksburg,USA,Merlot,12,B
Sand Point Family Vineyards,Pinot Grigio,2020,California,USA,Pinot Gris/ Pinot Grigio,12,GG
Sand Point Family Vineyards,Moscato,2020,California,USA,Muscat,12,S
Sand Point Family Vineyards,Sauvignon Blanc,2020,California,USA,Sauvignon Blanc,12,S
Sandy Road Vineyards,Estate Grown Rosé,2020,Texas Hill Country,USA,Rosé,26,B
Sasanokawa,Karakuchi ICHI Honjozo Genshu,2021,Fukushima,Japan,Saké,45,B
Sasanokawa,Tennotsubu Junmai,2021,Fukushima,Japan,Saké,28,S
Scattered Peaks,Sauvignon Blanc,2020,Napa Valley,USA,Sauvignon Blanc,20,B
Scheid Vineyards,Barbera,2020,Monterey,USA,Barbera,30,S
Scheid Vineyards,Estate Grenache Blanc,2020,Monterey,USA,White Rhône Varietal,28,S
Schmitz 24 BRIX,Reserve Cabernet Sauvignon,2017,California,USA,Cabernet Sauvignon,39,B
Schmitz 24 BRIX,Winemaker's Blend Red Blend,2016,California,USA,Premium Non- Bordeaux Blends>$25,38,B
Schmitz 24 BRIX,Syrah,2016,Lake County CA,USA,Syrah / Shiraz,35,B
Schmitz 24 BRIX,Zinfandel,2016,California,USA,Zinfandel,35,B
Schmitz 24 BRIX,Reserve Barbera,2018,Shenandoah Vly CA,USA,Barbera,36,S
Schram Vineyards,La Crescent,2019,Minnesota,USA,Other Hybrid White Varietal,28,B
Schram Vineyards,Marquette,2017,Minnesota,USA,Hybrid Red Varietal,35,S
Scotto Family Wines,Old Vine Zinfandel,2017,Lodi,USA,Zinfandel,13,B
Scotto Family Wines,Brut,NV,California,USA,Brut (less than 12 g/l),15,G
Scotto Family Wines,Brut Rosé,NV,California,USA,Rosé,15,GG
Sculptured Cellars,Cabernet Franc,2016,Dry Creek Valley,USA,Cabernet Franc,85,S
SEAGLASS,Chardonnay,2020,Santa Barbara County,USA,Chardonnay,12,B
SEAGLASS,Sauvignon Blanc,2020,Central Coast| California,USA,Sauvignon Blanc,12,B
SEAGLASS,Pinot Grigio,2020,Central Coast| California,USA,Pinot Gris/ Pinot Grigio,12,S
SEAGLASS,Riesling,2020,Central Coast| California,USA,Riesling 2% or above,12,S
Sean Minor,4B Chardonnay,2020,Central Coast,USA,Chardonnay,16,G
Sean Minor,Cabernet Sauvignon,2019,North Coast,USA,Cabernet Sauvignon,22,S
Sean Minor,"""Nicole Marie"" Red Blend",2019,North Coast,USA,Non-Bordeaux Blend<$25,22,S
Sebastiani,Cabernet Sauvignon,2019,North Coast,USA,Cabernet Sauvignon,18,G
Sebastiani,Cabernet Sauvignon,2019,Alexander Valley,USA,Cabernet Sauvignon,45,G
Sebastiani,Bourbon Barrell Aged Red Blend,2019,North Coast,USA,Premium Non- Bordeaux Blends>$25,26,S
Secret Cellars,Cabernet Sauvignon,2018,Paso Robles,USA,Cabernet Sauvignon,17,B
Secret Cellars,Pinot Noir,2019,Central Coast,USA,Pinot Noir,19,G
Secret Cellars,Chardonnay,2020,Central Coast,USA,Chardonnay,16,S
Serene Cellars,Reserve Cabernet Sauvignon,2017,Atlas Peak,USA,Cabernet Sauvignon,130,B
Serene Cellars,Cabernet Sauvignon,2018,Napa Valley,USA,Cabernet Sauvignon,135,S
Serene Cellars,Reserve Cabernet Sauvignon,2018,Atlas Peak,USA,Cabernet Sauvignon,130,S
Settesoli,Pinot Grigio,2020,Sicilia DOC,Italy,Pinot Gris/ Pinot Grigio,12,S
Shadybrook Estate,Cutters Reserve Premium Bordeaux Blend,2018,Napa Valley,USA,Premium Bordeaux Blend >$25,80,GG
Shadybrook Estate,Cabernet Sauvignon,2018,Coombsville,USA,Cabernet Sauvignon,125,S
Shadybrook Estate,Estate Malbec,2018,Napa Valley,USA,Malbec,105,S
Shadybrook Estate,Five Block Selection Premium Bordeaux Blend,2017,Coombsville,USA,Premium Bordeaux Blend >$25,95,S
Shadybrook Estate,Semillon,2019,Napa Valley,USA,Semillon,35,S
Shiloh Road,Chardonnay,2020,Sonoma County,USA,Chardonnay,24,G
Shiloh Road,Cabernet Sauvignon,2018,Sonoma County,USA,Cabernet Sauvignon,30,S
Shiloh Road,Pinot Noir,2020,North Coast,USA,Pinot Noir,24,S
Shortbread,Chardonnay,2019,California,USA,Chardonnay,15,S
Shottesbrooke,1337 Heritage Series Blanc de Blancs,NV,Adelaide Hills,Australia,Brut (less than 12 g/l),20,B
Shottesbrooke,Tide Chaser Cabernet Sauvignon,2018,Langhorne Creek,Australia,Cabernet Sauvignon,15,B
Shottesbrooke,Reserve Series The Proprietor Red Blend,2018,McLaren Vale,Australia,Premium Bordeaux Blend >$25,60,G
Shottesbrooke,Reserve Series Punch Cabernet Sauvignon,2018,McLaren Vale,Australia,Cabernet Sauvignon,60,S
Shottesbrooke,Tide Chaser Chardonnay,2020,Adelaide Hills,Australia,Chardonnay,15,S
Shottesbrooke,Single Vineyard Bush Vine Grenache,2019,McLaren Vale,Australia,Grenache,33,S
Shottesbrooke,Estate Series Grenache Shiraz Mataro,2019,McLaren Vale,Australia,Red Rhône Blend,20,S
Shottesbrooke,Estate Series Sauvignon Blanc,2021,Adelaide Hills,Australia,Sauvignon Blanc,20,S
Shottesbrooke,1337 Heritage Series Shiraz,NV,McLaren Vale,Australia,Sparkling Red,20,S
Shottesbrooke,Tide Chaser Shiraz,2018,Langhorne Creek,Australia,Syrah / Shiraz,15,S
Shottesbrooke,Reserve Series Eliza Shiraz,2018,McLaren Vale,Australia,Syrah / Shiraz,60,S
Shroud Mountain,Cabernet Sauvignon,2019,California,USA,Cabernet Sauvignon,18,G
Sidewood Estate,Mappinga Chardonnay,2020,Adelaide Hills,Australia,Chardonnay,35,B
Sidewood Estate,Pinot Gris,2021,Adelaide Hills,Australia,Pinot Gris/ Pinot Grigio,22,B
Sidewood Estate,Stable Mate Shiraz,2018,Adelaide Hills,Australia,Syrah / Shiraz,22,G
Sidewood Estate,Chardonnay,2020,Adelaide Hills,Australia,Chardonnay,24,S
Sidewood Estate,Sparkling Pinot Noir Chardonnay,NV,Adelaide Hills,Australia,Extra Brut (0-6 g/l),22,S
Sidewood Estate,Pinot Noir,2020,Adelaide Hills,Australia,Pinot Noir,32,S
Sidewood Estate,Mappinga Shiraz,2017,Adelaide Hills,Australia,Syrah / Shiraz,65,S
Sidewood Estate,Mappinga Shiraz,2019,Adelaide Hills,Australia,Syrah / Shiraz,65,S
Sidewood Estate,Shiraz,2020,Adelaide Hills,Australia,Syrah / Shiraz,26,S
Sidney Wilcox,Grenache Shiraz,2018,South Australia,Australia,Red Rhône Blend,18,B
Sidney Wilcox,Oaked Chardonnay,2021,South Australia,Australia,Chardonnay,18,S
Sierra Batuco,Reserva Cabernet Sauvignon,2019,D.O. Maule,Chile,Cabernet Sauvignon,12,B
Sierra Batuco,Lone Rider Red Blend,2018,D.O. Maule,Chile,Non-Bordeaux Blend<$25,24,B
Sierra Batuco,Reserva Sauvignon Blanc,2021,D.O. Maule,Chile,Sauvignon Blanc,12,B
Sierra Batuco,Reserva Carmenère,2019,D.O. Maule,Chile,Carmenère,12,S
Silver Ghost Cellars,Cabernet Sauvignon,2019,Napa Valley,USA,Cabernet Sauvignon,35,G
Silver Sandhill,Sauvignon Blanc,2020,Lodi,USA,Sauvignon Blanc,18,B
Silver Springs Winery LLC,Dry Rosé,NV,New York,USA,Rosé,23,B
Silver Springs Winery LLC,Don Giovanni Wines Tri-dition Zion Premium Bordeaux Blend,NV,New York,USA,Premium Bordeaux Blend >$25,37,G
Silver Springs Winery LLC,Don Giovanni Wines Riesling,NV,New York,USA,Riesling 0.71% r.s. or above,32,G
Silver Springs Winery LLC,Cabernet Franc,NV,New York,USA,Cabernet Franc,32,S
Silver Springs Winery LLC,Cabernet Sauvignon,NV,New York,USA,Cabernet Sauvignon,32,S
Silver Springs Winery LLC,Don Giovanni Wines Tri-dition Burgundy Stripe Premium Red Blend,NV,New York,USA,Premium Non- Bordeaux Blends>$25,37,S
Silver Swallows,White Zinfandel,2020,California,USA,White Zinfandel,25,G
Single Oak Vineyard,Chardonnay,2020,California,USA,Chardonnay,25,G
Sit Stay Society,Gracie's Gewurztraminer Riesling,2021,Clare Valley,Australia,Other White Blend .71% or above,10,S
Slater Run Vineyards,Cabernet Franc,2019,Virginia,USA,Cabernet Franc,32,B
Slater Run Vineyards,Roots Premium Bordeaux Blend,2017,Virginia,USA,Premium Bordeaux Blend >$25,64,B
Smashberry,Chardonnay,2020,Paso Robles,USA,Chardonnay,15,S
Sofia,Blanc de Blanc,2018,Monterey County,USA,Blanc de Blanc,19,B
Sofia,Brut Rosé,2018,Monterey County,USA,Rosé,19,B
Sofia,Sofia Rose Rosé,2020,Monterey County,USA,Rosé,19,B
Soldier Creek Winery,Frontenac Gris Late Harvest,2020,Iowa,USA,Late Harvest Hybrid White,15,B
Soldier Creek Winery,Petite Pearl,2020,Iowa,USA,Hybrid Red Varietal,18,S
Solis Winery,Cabernet Sauvignon,2018,Santa Clara Valley,USA,Cabernet Sauvignon,25,B
Solis Winery,Syrah,2018,Santa Clara Valley,USA,Syrah / Shiraz,25,B
Solis Winery,Reserve Red Blend,2017,Santa Clara Valley,USA,Sangiovese Blend,30,S
Solis Winery,Zinfandel,2018,Santa Clara Valley,USA,Zinfandel,25,S
Songbird,White Zinfandel,2020,California,USA,White Zinfandel,25,B
Spicewood Vineyards,The Independence Red Blend,2018,Texas High Plains,USA,Premium Bordeaux Blend >$25,34,B
Spicewood Vineyards,Tandem Red Blend,2018,Texas High Plains,USA,Red Rhône Blend,32,B
Spicewood Vineyards,Estate grown| produced and bottled Sauvignon Blanc,2020,Texas Hill Country,USA,Sauvignon Blanc,25,B
Spicewood Vineyards,El Guey Red Blend,2017,Texas HIgh Plains,USA,Premium Non- Bordeaux Blends>$25,34,G
Spicewood Vineyards,Black Label Tempranillo,2019,Texas Highi Plains,USA,Tempranillo,34,G
Spicewood Vineyards,Estate grown| produced and bottled Syrah,2018,Texas Hill Country,USA,Syrah / Shiraz,35,S
Spicewood Vineyards,Louisa Picpoul Blanc,2020,Texas Highi Plains,USA,White Rhône Varietal,25,S
Spyglass,Cabernet Sauvignon,2018,Paso Robles,USA,Cabernet Sauvignon,20,S
Spyglass,Pinot Noir,2019,California,USA,Pinot Noir,20,S
St. Francis Winery,Merlot,2018,Sonoma County,USA,Merlot,22,B
St. Francis Winery,Reserve Zinfandel,2018,Dry Creek Valley,USA,Zinfandel,45,B
St. Francis Winery,Cabernet Sauvignon,2018,Sonoma County,USA,Cabernet Sauvignon,22,S
St. Francis Winery,Chardonnay,2019,Sonoma County,USA,Chardonnay,17,S
St. Francis Winery,Reserve Merlot,2018,Sonoma Valley,USA,Merlot,40,S
St. Francis Winery,Sauvignon Blanc,2020,Sonoma County,USA,Sauvignon Blanc,17,S
St. Stephen Vineyards,Am Reserva Malbec,2018,Curicó Valley,Chile,Malbec,18,B
St. Stephen Vineyards,Am Reserva Carmenère,2018,Maipo Valley,Chile,Carmenère,22,S
Stanton Vineyards,Petite Sirah,2019,St.Helena,USA,Petite Sirah,45,B
Stanton Vineyards,Cabernet Sauvignon,2018,Oakville,USA,Cabernet Sauvignon,85,GG
Starborough,Sauvignon Blanc,2020,Marlborough,New Zealand,Sauvignon Blanc,15,G
Starling Castle,Riesling,2020,Rheinhessen,Germany,Riesling 2% or above,11,B
Stokes' Ghost,Estate Petite Sirah,2019,Monterey,USA,Petite Sirah,34,S
Stone Hill Winery,Estate Bottled Norton,2017,Hermann,USA,Native American Red,21,S
Stoneburn,Sauvignon Blanc,2021,Marlborough,New Zealand,Sauvignon Blanc,12,S
Summersday,White Blend,2020,Monterey County,USA,Other White Blend .7% or below,20,B
Sunny Farm,Chardonnay,2020,Lodi,USA,Chardonnay,18,B
Sutter Home Winery,Fruit Infusions Tropical Pineapple Wine,NV,California,USA,Fruit Flavored,8,B
Sutter Home Winery,Fruit Infusions Wild Berry Wine,NV,California,USA,Fruit Flavored,8,B
Sutter Home Winery,Merlot,NV,California,USA,Merlot,8,B
Sutter Home Winery,Pinot Grigio,NV,California,USA,Pinot Gris/ Pinot Grigio,8,B
Sutter Home Winery,Rosé,NV,California,USA,Rosé,8,B
Sutter Home Winery,Sauvignon Blanc,NV,California,USA,Sauvignon Blanc,8,B
Sutter Home Winery,White Merlot,NV,California,USA,Varietal Blush Wine,8,B
Sutter Home Winery,White Zinfandel,NV,California,USA,White Zinfandel,8,B
Sutter Home Winery,Pink Moscato,NV,California,USA,Varietal Blush Wine,8,G
Sutter Home Winery,Cabernet Sauvignon,NV,California,USA,Cabernet Sauvignon,8,S
Sutter Home Winery,Chardonnay,NV,California,USA,Chardonnay,8,S
Sutter Home Winery,Fruit Infusions Sweet Peach Wine,NV,California,USA,Fruit Flavored,8,S
Sutter Home Winery,Moscato,NV,California,USA,Muscat,8,S
Sutter Home Winery,Red Blend,NV,California,USA,Non-Bordeaux Blend<$25,8,S
Sutter Home Winery,Sweet Riesling,NV,California,USA,Riesling 2% or above,8,S
Sutter Home Winery,Sweet Red Blend,NV,California,USA,Sweet Red,8,S
Sutter Home Winery,Red Moscato,NV,California,USA,Sweet Red,8,S
SVB,Sauvignon Blanc,2020,Russian River Valley,USA,Sauvignon Blanc,23,B
SŌTŌ,Junmai Sake,NV,Niigata,Japan,Saké,20,GG
SŌTŌ,Junmai Daiginjo Sake,NV,Niigata,Japan,Saké,40,S
Taiyo Shuzo,Junmai Sake,2020,Niigata Prefecture,Japan,Saké,27,B
Taiyo Shuzo,Junmai Ginjo Sake,2020,Niigata Prefecture,Japan,Saké,37,B
Taiyo Shuzo,Junmai Daiginjo Sake,2020,Niigata Prefecture,Japan,Saké,100,S
Talbott Vineyards,Estate Grown Pinot Noir,2018,Santa Lucia Highlands,USA,Pinot Noir,50,GG
Talbott Vineyards,Estate Grown Chardonnay,2019,California,USA,Chardonnay,23,S
Talbott Vineyards,Estate Grown Chardonnay,2018,Santa Lucia Highlands,USA,Chardonnay,45,S
Talbott Vineyards,Estate Grown Pinot Noir,2018,California,USA,Pinot Noir,26,S
Tall Dark Stranger,Malbec,2020,Mendoza,Argentina,Malbec,15,S
Taylor Made,Shiraz,2019,Clare Valley,Australia,Syrah / Shiraz,22,GG
Taylor Made,Pinot Noir Rosé,2021,Adelaide Hills,Australia,Varietal Rosé,22,S
Taylors,Reserve Parcel Cabernet Sauvignon,2020,Limestone Coast/Clare Valley,Australia,Cabernet Sauvignon,20,B
Taylors,Aldi Special Release Shiraz,2019,Clare Valley,Australia,Syrah / Shiraz,14,GG
Taylors,Masterstroke Cabernet Sauvignon,2019,Coonawarra,Australia,Cabernet Sauvignon,45,S
Taylors,One Giant Leap Shiraz,2019,Limestone Coast/Clare Valley,Australia,Syrah / Shiraz,22,S
Taylors,Masterstroke Shiraz,2019,McLaren Vale,Australia,Syrah / Shiraz,45,S
Tehachapi Winery,Cabernet Sauvignon,2017,Tehachapi Mountains,USA,Cabernet Sauvignon,32,B
Tehachapi Winery,Cabernet Sauvignon,2019,Paso Robles,USA,Cabernet Sauvignon,32,B
Tehachapi Winery,Malbec,2019,Paso Robles,USA,Malbec,33,G
Tehachapi Winery,Sauvignon Blanc,2019,Arroyo Seco,USA,Sauvignon Blanc,28,G
Tehachapi Winery,Cabernet Sauvignon,2019,Tehachapi Mountains,USA,Cabernet Sauvignon,35,S
Tehachapi Winery,Cabernet Sauvignon,2019,San Antonio Valley,USA,Cabernet Sauvignon,32,S
Tehachapi Winery,Zinfandel,2019,San Antonio Valley,USA,Zinfandel,32,S
Telmont,Blanc de Blanc,2012,Champagne,France,Blanc de Blanc,90,B
Telmont,Brut,NV,Champagne,France,Brut (less than 12 g/l),60,B
Telmont,Extra Dry,2017,Champagne,France,Extra Brut (0-6 g/l),85,B
Telmont,Sparkling Rosé,NV,Champagne,France,Rosé,72,S
Ten Year Tree,Sauvignon Blanc,2020,Western Cape,South Africa,Sauvignon Blanc,17,B
Terra d'Oro,Amador Zinfandel,2019,Amador County,USA,Zinfandel,18,B
Terra d'Oro,White Blend,2020,Clarksburg,USA,Other White Blend .7% or below,16,G
Terra d'Oro,Pinot Grigio,2020,Clarksburg,USA,Pinot Gris/ Pinot Grigio,16,G
The Arch,Sauvignon Blanc,2020,Lodi,USA,Sauvignon Blanc,19,B
The Archduke,Zinfandel,2019,Alexander Valley,USA,Zinfandel,29,S
The Assist,Cabernet Sauvignon,2020,California,USA,Cabernet Sauvignon,17,B
The Blind Horse Winery,La Crosse Brut,2019,Wisconsin,USA,Brut (less than 12 g/l),39,B
The Clink,Red Blend,2020,California,USA,Non-Bordeaux Blend<$25,16,S
The Creamery,Chardonnay,2019,Dunningan Hills,USA,Chardonnay,23,S
The Crossings,Sauvignon Blanc,2021,Awatere Valley Marlborough,New Zealand,Sauvignon Blanc,15,S
The Ethereal One,Vermentino,2021,Fleurieu,Australia,Italian White Varietal,21,B
The Ethereal One,Montepulciano,2020,Fleurieu,Australia,Other Italian Reds,21,S
The Ethereal One,Nero d'Avola,2020,Fleurieu,Australia,Other Italian Reds,21,S
The Ethereal One,Sangiovese,2021,Fleurieu,Australia,Sangiovese,21,S
The Great Oregon Wine Company,Rascal Chardonnay,2020,Umpqua Valley,USA,Chardonnay,15,B
The Great Oregon Wine Company,Rascal Pinot Noir,2020,Chilean Valley,Chile,Pinot Noir,15,B
The Great Oregon Wine Company,Organic Single Vineyard Pinot Noir,2018,Amity Hills| Willamette Valley,USA,Pinot Noir,60,S
The Great Oregon Wine Company,Single Vineyard Pinot Noir,2018,Willamette Valley,USA,Pinot Noir,60,S
The Great Oregon Wine Company,Duck Pond| Natural Path Pinot Noir,2020,Willamette Valley,USA,Pinot Noir,19,S
The King's,A Sticky End Late Harvest Sauvignon Blanc,2019,Marlborough,New Zealand,Late Harvest Sem '&'/or Sauv Blanc >2%,24,G
The Mission,Cabernet Sauvignon,2020,Santa Barbara County,USA,Cabernet Sauvignon,32,S
The Mission Central Coast,Pinot Noir,2019,Santa Margarita Ranch,USA,Pinot Noir,30,G
The Ned,Skyscraper Sauvignon Blanc,2021,Marlborough,New Zealand,Sauvignon Blanc,18,B
The Ned,Chardonnay,2020,Marlborough,New Zealand,Chardonnay,15,S
The Ned,Waihopai Late Harvest Sauvignon Blanc,2020,Marlborough,New Zealand,Late Harvest Sem '&'/or Sauv Blanc >2%,20,S
The Ned,Pinnacle Sauvignon Blanc,2021,Marlborough,New Zealand,Sauvignon Blanc,18,S
The Storm Cellar,Riesling,2020,West Elks,USA,Riesling .7% or below,25,B
The Storm Cellar,Field Blend White Wine,2020,West Elks,USA,Other White Blend .7% or below,25,G
The Storm Cellar,Grüner Veltliner,2020,Grand Valley| CO,USA,Other White Varietal .7% or below,22,S
The Storm Cellar,Rosé of St.Vincent,2020,Grand Valley| CO,USA,Varietal Rosé,25,S
Theopolis Vineyards,Theo-patra's Cuvee Cerise Red Blend,2017,Yorkville Highlands,USA,Premium Non- Bordeaux Blends>$25,36,B
Theopolis Vineyards,Theo-patra's Cuvee Cerise Red Blend,2018,Yorkville Highlands,USA,Premium Non- Bordeaux Blends>$25,36,B
Theopolis Vineyards,Estate Grown Petite Sirah,2019,Yorkville Highlands,USA,Petite Sirah,40,G
Theopolis Vineyards,Pinot Noir,2020,Yorkville Highlands,USA,Pinot Noir,45,G
Thick Skin,Cabernet Sauvignon,2020,Lodi,USA,Cabernet Sauvignon,17,G
Thomas Goss,Riesling,2021,Adelaide Hills,Australia,Riesling .7% or below,15,B
Thomas Goss,Sauvignon Blanc,2021,Adelaide Hills,Australia,Sauvignon Blanc,15,B
Thomas Goss,Shiraz,2020,McLaren Vale,Australia,Syrah / Shiraz,15,GG
Thomas Goss,Cabernet Sauvignon,2020,McLaren Vale,Australia,Cabernet Sauvignon,15,S
Threaded Tale,Cabernet Sauvignon,2018,Lodi,USA,Cabernet Sauvignon,23,S
Three Creeks Winery,Sur-Lie Chardonnay,2019,Virginia,USA,Chardonnay,32,B
Three Creeks Winery,Sauvignon Blanc,2020,American,USA,Sauvignon Blanc,29,B
Three Creeks Winery,Sur-Lie Viognier,2019,Virginia,USA,Viognier,32,B
Three Creeks Winery,Cabernet Franc,2018,Virginia,USA,Cabernet Franc,36,S
Three Creeks Winery,Vidal Blanc,2019,Virginia,USA,Other Hybrid White Varietal,29,S
Three Creeks Winery,Petit Verdot,2019,Virginia,USA,Petit Verdot,38,S
Three Creeks Winery,Pinot Noir,2018,American,USA,Pinot Noir,44,S
Three Creeks Winery,Mélange Rouge,2019,Virginia,USA,Premium Bordeaux Blend >$25,44,S
Three Thieves,Cabernet Sauvignon,2019,California,USA,Cabernet Sauvignon,11,G
Thumbprint Cellars,four play Premium Bordeaux Blend,2017,Alexander Valley,USA,Premium Bordeaux Blend >$25,52,B
Thumbprint Cellars,three some Premium Bordeaux Blend,2017,Alexander Valley| Sonoma County,USA,Premium Bordeaux Blend >$25,52,GG
Thumbprint Cellars,Cabernet Franc,2017,Alexander Valley,USA,Cabernet Franc,52,S
Thumbprint Cellars,Cabernet Sauvignon,2017,Knights Valley,USA,Cabernet Sauvignon,62,S
Thurston Wolfe,Malbec,2019,Horse Heaven Hills,USA,Malbec,30,B
Thurston Wolfe,Petit Verdot,2018,Horse Heaven Hills,USA,Petit Verdot,30,B
Thurston Wolfe,Zinfandel,2019,Horse Heaven Hills,USA,Zinfandel,20,B
Thurston Wolfe,Conglomerate Cabernet Sauvignon,2018,Snipes Mountain,USA,Cabernet Sauvignon,30,G
Thurston Wolfe,Geologist Premium Bordeaux Blend,2016,Columbia Valley,USA,Premium Bordeaux Blend >$25,40,S
Tiger Mountain Vineyards,Fearful Symetry Premium Red Blend,2019,Georgia,USA,Premium Non- Bordeaux Blends>$25,35,B
Tiger Mountain Vineyards,Cabernet Franc,2019,Georgia,USA,Cabernet Franc,30,S
Tiki,Sauvignon Blanc,2021,North Canterbury,New Zealand,Sauvignon Blanc,16,S
Tohu,Sauvignon Blanc,2021,Awatere Valley| Marlborough,New Zealand,Sauvignon Blanc,28,B
Tomevinos Selection,Altos de San Clemente Mencia,2016,DO Bierzo,Spain,Spanish / Portugese / Argentine Reds,15,GG
Tomich Wines,Pinot Grigio,2021,Woodside Vineyard,Australia,Pinot Gris/ Pinot Grigio,25,G
Tondré Wines,Chardonnay,2019,Santa Lucia Highlands,USA,Chardonnay,25,S
Tondré Wines,Chardonnay,2020,Santa Lucia Highlands,USA,Chardonnay,25,S
Tondré Wines,Pinot Noir,2019,Santa Lucia Highlands,USA,Pinot Noir,40,S
Tooth '&' Nail,Premium Red Blend,2019,Paso Robles,USA,Premium Non- Bordeaux Blends>$25,26,B
Tooth '&' Nail,Tempranillo,2020,Paso Robles,USA,Tempranillo,26,B
Tooth '&' Nail,Cabernet Sauvignon,2020,Paso Robles,USA,Cabernet Sauvignon,26,S
Tooth '&' Nail,Sauvignon Blanc,2020,North Coast,USA,Sauvignon Blanc,26,S
Topografia,Malbec,2019,Uco Valley| Mendoza,Argentina,Malbec,25,B
Topografia,Reserva Malbec,2018,Uco Valley| Mendoza,Argentina,Malbec,45,S
Trentadue Winery,Heart's Desire Petite Sirah,2019,Alexander valley,USA,Petite Sirah,34,B
Trentadue Winery,La Storia Chardonnay,2020,Russian River Valley,USA,Chardonnay,28,GG
Trentadue Winery,La Storia Estate Cabernet Sauvignon,2019,Alexander Valley,USA,Cabernet Sauvignon,30,S
Trentadue Winery,La Storia Estate Merlot,2018,Alexander Valley,USA,Merlot,26,S
Trentadue Winery,Scott Henry Merlot,2019,Alexander Valley,USA,Merlot,34,S
Trentadue Winery,OPR Red Blend,2019,California,USA,Non-Bordeaux Blend<$25,15,S
Trentadue Winery,Old Orchard Montepulciano,2019,Alexander Valley,USA,Other Italian Reds,34,S
Trentadue Winery,La Storia Estate Petite Sirah,2019,Alexander Valley,USA,Petite Sirah,32,S
Trentadue Winery,Shoestring Sangiovese,2019,Alexander Valley,USA,Sangiovese,34,S
Trentadue Winery,La Storia Estate Cuvee 32,2019,Alexander Valley,USA,Sangiovese Blend,32,S
